Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,198.272,8,0.2,61.960
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Storage,247.104,6,0.2,-58.687
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,86.304,6,0.2,9.709
Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Art,4.160,2,0.2,0.364
Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Furniture,Furnishings,11.648,2,0.2,3.349
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Fasteners,26.180,7,0,0.524
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,7.300,2,0,3.431
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Paper,74.352,3,0.2,23.235
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Storage,10.744,1,0.2,0.806
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,8.376,3,0.2,2.722
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,212.880,6,0,0.000
Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Furniture,Bookcases,203.983,2,0.15,16.799
Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Storage,40.740,3,0,0.407
Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Appliances,11.670,3,0,3.034
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,Phones,39.990,1,0,11.597
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,16.280,2,0,6.512
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,782.940,3,0,203.564
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Binders,242.480,7,0,116.390
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,8.320,5,0.2,2.288
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,10.464,6,0.2,1.700
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,82.896,3,0.2,29.014
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Paper,34.240,4,0,16.093
Second Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Bookcases,1573.488,7,0.2,196.686
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,335.520,4,0.2,117.432
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,23.912,2,0.8,-40.650
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,27.056,2,0.2,2.367
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,559.992,1,0.2,174.998
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,9.324,6,0.8,-24.709
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,111.960,2,0,54.860
First Class,Home Office,United States,Appleton,Wisconsin,54915,Central,Office Supplies,Labels,21.560,7,0,10.349
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,124.750,5,0,57.385
Standard Class,Corporate,United States,Bellevue,Washington,98006,West,Office Supplies,Art,5.280,3,0,1.531
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Accessories,91.960,4,0,39.543
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,9.344,1,0.2,3.504
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,79.360,5,0.2,9.920
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,171.960,2,0,44.710
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,35.352,9,0.2,12.815
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,18.900,6,0,9.072
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,2.780,1,0,0.723
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,1044.630,5,0.4,-295.979
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,11.352,3,0.2,4.115
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,354.900,5,0,17.745
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,453.576,3,0.2,39.688
First Class,Consumer,United States,Allen,Texas,75002,Central,Technology,Accessories,21.480,3,0.2,-0.269
First Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Binders,8.784,4,0.8,-13.615
Same Day,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,122.970,3,0,60.255
Standard Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,12.840,3,0,3.724
First Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,603.920,5,0.2,-67.941
First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.840,3,0,10.483
First Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,29.990,1,0,6.298
First Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,381.440,2,0.2,23.840
First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,40.680,3,0.2,-9.153
First Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,763.280,5,0.3,-21.808
Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,23.952,2,0.2,2.395
Standard Class,Home Office,United States,Florence,Alabama,35630,South,Office Supplies,Paper,4.980,1,0,2.440
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,170.880,3,0,49.555
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,307.980,2,0,89.314
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,382.806,9,0.4,-153.122
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,41.960,2,0,2.937
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,1217.568,2,0.2,456.588
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,47.040,3,0,18.346
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,6.160,2,0,2.957
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,979.950,5,0,274.386
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,143.700,3,0,68.976
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,10.650,3,0,5.006
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,247.800,4,0,34.692
Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Art,10.960,4,0,2.959
Standard Class,Corporate,United States,Grapevine,Texas,76051,Central,Office Supplies,Art,33.488,7,0.2,5.860
Standard Class,Corporate,United States,Grapevine,Texas,76051,Central,Office Supplies,Fasteners,8.040,5,0.2,2.915
Second Class,Consumer,United States,Olympia,Washington,98502,West,Technology,Phones,201.568,4,0.2,22.676
Same Day,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,13.440,3,0,6.586
First Class,Home Office,United States,Peoria,Illinois,61604,Central,Furniture,Bookcases,359.058,3,0.3,-35.906
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,47.992,2,0.3,-2.057
First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,547.300,13,0,175.136
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Paper,16.896,4,0.2,5.280
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Supplies,6.672,1,0.2,0.500
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Art,99.136,4,0.2,8.674
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Furniture,Furnishings,15.992,2,0.6,-13.993
Second Class,Corporate,United States,Dover,Delaware,19901,East,Furniture,Furnishings,211.960,2,0,42.392
Standard Class,Consumer,United States,Smyrna,Tennessee,37167,South,Office Supplies,Art,6.672,3,0.2,1.668
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Art,155.940,6,0,45.223
Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,39.960,5,0.2,12.987
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.460,3,0,1.529
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,73.200,5,0,21.228
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,5.840,1,0.2,1.971
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,22.720,4,0,10.224
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,9.336,3,0.2,3.268
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Bookcases,290.666,2,0.15,27.357
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,201.584,2,0.2,20.158
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,83.984,2,0.2,31.494
Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Storage,1000.020,7,0,290.006
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,83.976,3,0.2,-13.646
Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,3.750,1,0,1.800
Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,41.400,4,0,19.872
Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Art,29.790,3,0,12.512
Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,59.480,2,0,8.922
Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,6.690,1,0,3.077
Standard Class,Consumer,United States,Kent,Washington,98031,West,Furniture,Furnishings,198.460,2,0,99.230
Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Labels,786.480,8,0,385.375
Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Binders,23.168,2,0.2,7.819
Standard Class,Consumer,United States,Kent,Washington,98031,West,Technology,Accessories,50.000,2,0,10.500
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,675.960,5,0.2,84.495
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,1265.850,3,0,556.974
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,523.250,5,0,141.278
Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Chairs,517.500,6,0,155.250
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,17.920,5,0.2,2.464
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,41.256,6,0.7,-34.380
Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,1006.056,3,0.2,88.030
Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,10.688,2,0.2,3.741
Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,10.368,2,0.2,3.629
Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,25.120,2,0.2,1.570
Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Accessories,58.112,2,0.2,7.264
Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Office Supplies,Paper,15.552,3,0.2,5.443
Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Office Supplies,Storage,669.080,5,0.2,-167.270
Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Technology,Phones,438.336,4,0.2,-87.667
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,19.440,3,0,9.331
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Binders,9.640,2,0,4.434
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,12.700,2,0,5.842
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Furniture,Furnishings,41.370,3,0,17.375
Standard Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Fasteners,12.624,2,0.2,3.945
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,1247.640,3,0,349.339
First Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Copiers,3149.930,7,0,1480.467
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Paper,209.700,2,0,100.656
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,35.360,2,0.2,-3.094
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,3.168,2,0.2,-0.713
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,121.104,6,0.7,-100.920
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,45.894,1,0.4,-9.179
Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,109.920,2,0,53.861
Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,13.360,2,0,6.413
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,169.680,6,0,45.814
First Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,132.520,4,0,54.333
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,2.960,2,0,1.421
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,8.448,2,0.2,2.957
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,95.940,3,0,9.594
First Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,34.790,7,0,10.785
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,160.776,3,0.2,10.049
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,88.752,3,0.2,27.735
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,13.904,2,0.2,5.214
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,677.580,5,0.4,-158.102
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,13.896,3,0.7,-9.264
